case00,1,2,3,4,1,0,0,0.021,0.031,PASS,0.000000,1,ade672570ede4e3d
case01,1,16,256,64,1,0,0,0.034,0.035,PASS,0.000000,1,1046cc9bd43582d7
case02,1,100,100,100,1,0,0,0.050,0.052,PASS,0.000000,1,69eed9bf493a6294
case03,4,128,512,256,2,1,1,0.047,0.048,PASS,0.000244,1,96422ed9aabf15a4
case04,8,256,1024,512,1,0,1,0.070,0.071,PASS,0.000977,1,e610d4b002811e95
case05,16,64,2048,128,2,1,0,0.053,0.056,PASS,0.000061,1,35f3581cff801c7f
case06,1,1024,4096,512,2,0,1,0.099,0.099,PASS,0.005859,1,dc662950a36d636b
case07,1,512,4100,256,2,0,1,0.077,0.081,PASS,0.000977,1,1534ce1dd53d7658
case08,1,2048,8192,1024,1,0,0,0.396,0.398,PASS,0.007812,1,f8c84dd3a8171002
case09,1,4096,4096,4096,1,0,0,0.915,0.916,PASS,0.000000,1,afa2434c71ce7b80
case10,1,8192,8192,2048,2,1,1,2.367,2.372,PASS,0.218750,1,8955e3305b7e900b
case11,1,8192,8192,8192,1,1,0,9.230,9.301,PASS,0.000000,1,acff6d7d1ac46318
case12,1,8191,8191,512,2,0,0,1.374,1.376,PASS,0.015625,1,2421df71e54e2629
case13,1,4096,100,2048,1,0,1,0.113,0.114,PASS,0.000000,1,ecc2d54663630013
case14,1,33,8192,128,2,1,0,0.098,0.099,PASS,0.000000,1,34e8624b70c5d231
case15,2,2048,2048,2048,1,1,1,0.303,0.312,PASS,0.015625,1,b699558023891271
case16,1,1024,1024,4096,2,0,0,0.099,0.104,PASS,0.000000,1,e2f1200c4289b098
case17,32,256,256,256,1,0,1,0.066,0.067,PASS,0.000732,1,f4961c58c2b29534
case18,1,16,16,16,2,1,1,0.035,0.038,PASS,0.000000,1,7e13cc0abcd04226
case19,1,5000,5000,96,1,1,0,0.353,0.353,PASS,0.000000,1,3514a9fac64642e6
case20,64,8192,8192,32,1,0,0,16.374,16.387,FAIL,921.207031,0,de343e3b2b03888d
case21,64,8192,8192,32,2,1,1,16.337,16.347,FAIL,925.250000,0,1932669c99ac243f
case22,32,8192,8192,32,1,0,1,8.601,8.686,FAIL,919.035156,0,acb406cc9e04c55e
case23,64,8192,4096,32,2,1,0,8.387,8.395,FAIL,988.949219,0,b6c820c8cc57ade0
case24,16,8192,8192,32,1,0,0,4.761,4.788,FAIL,934.574219,0,e90eaf261f5380c8
case25,64,8192,8192,64,1,0,0,17.462,17.512,FAIL,1369.539062,0,4f744a818f6902de
case26,64,8192,8192,128,2,1,1,17.555,17.565,FAIL,1923.007812,0,39231ffbb29599f6
case27,8,8192,8192,128,1,0,0,3.138,3.139,FAIL,1878.796875,0,f4b0bd71c7e70d32
case28,1,100,100,32,1,0,0,0.043,0.046,PASS,0.000000,1,e45d63cba133fe06
case30,1,16,16,16,1,0,0,0.029,0.030,PASS,0.000000,1,ee2911911ae5e063
case45,1,512,512,512,1,0,0,0.045,0.061,PASS,0.000977,1,3dcbdecc6e9da6bd
case46,1,256,256,256,1,0,0,0.038,0.039,PASS,0.000000,1,a23d499b39822488
case47,1,1024,512,512,2,0,0,0.050,0.069,PASS,0.003906,1,1a0fc5919b173d06
case48,2,512,512,512,1,0,0,0.043,0.045,PASS,0.000000,1,056db903b007c3fd
case49,1,2048,1024,256,1,0,0,0.066,0.069,PASS,0.000000,1,ff18454be4218d79
case50,1,1024,128,1024,2,0,1,0.041,0.045,PASS,0.005859,1,834663cb69b27980
case51,1,4096,4096,2048,1,0,0,0.527,0.532,FAIL,33.296875,0,44b56d1a0c48af5b
