case00,1,2,3,4,1,0,0,0.026,0.031,PASS,0.000000,1,ade672570ede4e3d
case01,1,16,256,64,1,0,0,0.033,0.034,PASS,0.000000,1,1046cc9bd43582d7
case02,1,100,100,100,1,0,0,0.049,0.052,PASS,0.000000,1,69eed9bf493a6294
case03,4,128,512,256,2,1,1,0.044,0.045,PASS,0.000244,1,96422ed9aabf15a4
case04,8,256,1024,512,1,0,1,0.070,0.074,PASS,0.000977,1,e610d4b002811e95
case05,16,64,2048,128,2,1,0,0.056,0.060,PASS,0.000061,1,35f3581cff801c7f
case06,1,1024,4096,512,2,0,1,0.100,0.100,PASS,0.005859,1,dc662950a36d636b
case07,1,512,4100,256,2,0,1,0.077,0.094,PASS,0.000977,1,1534ce1dd53d7658
case08,1,2048,8192,1024,1,0,0,0.414,0.419,PASS,0.007812,1,f8c84dd3a8171002
case09,1,4096,4096,4096,1,0,0,0.916,0.920,PASS,0.000000,1,afa2434c71ce7b80
case10,1,8192,8192,2048,2,1,1,2.343,2.350,PASS,0.218750,1,8955e3305b7e900b
case11,1,8192,8192,8192,1,1,0,9.002,9.022,PASS,0.000000,1,acff6d7d1ac46318
case12,1,8191,8191,512,2,0,0,1.352,1.367,PASS,0.015625,1,2421df71e54e2629
case13,1,4096,100,2048,1,0,1,0.116,0.118,PASS,0.000000,1,ecc2d54663630013
case14,1,33,8192,128,2,1,0,0.094,0.099,PASS,0.000000,1,34e8624b70c5d231
case15,2,2048,2048,2048,1,1,1,0.304,0.312,PASS,0.015625,1,b699558023891271
case16,1,1024,1024,4096,2,0,0,0.102,0.107,PASS,0.000000,1,e2f1200c4289b098
case17,32,256,256,256,1,0,1,0.066,0.069,PASS,0.000732,1,f4961c58c2b29534
case18,1,16,16,16,2,1,1,0.036,0.036,PASS,0.000000,1,7e13cc0abcd04226
case19,1,5000,5000,96,1,1,0,0.354,0.360,PASS,0.000000,0,3514a9fac64642e6
case20,64,8192,8192,32,1,0,0,16.396,16.450,FAIL,893.851562,0,29ac43cc66983ea2
case21,64,8192,8192,32,2,1,1,16.401,16.412,FAIL,947.023438,0,f2cb68061eacb0ba
case22,32,8192,8192,32,1,0,1,8.608,8.609,FAIL,905.769531,0,dadaa4c53d3cf22d
case23,64,8192,4096,32,2,1,0,8.386,8.389,FAIL,961.972656,0,cc0d33b143716aa2
case24,16,8192,8192,32,1,0,0,4.758,4.842,FAIL,907.347656,0,4163f90524959755
case25,64,8192,8192,64,1,0,0,17.549,17.552,FAIL,1346.039062,0,6c9e3279094f0d25
case26,64,8192,8192,128,2,1,1,17.727,17.744,FAIL,1950.578125,0,32b90a7e47142c4a
case27,8,8192,8192,128,1,0,0,3.150,3.151,FAIL,1847.687500,0,b356b041be54fb02
case28,1,100,100,32,1,0,0,0.043,0.044,PASS,0.000000,1,e45d63cba133fe06
case29,1,16,3,4,1,0,0,0.028,0.028,PASS,0.000000,1,365f559353e6e884
case30,1,16,16,16,1,0,0,0.029,0.030,PASS,0.000000,1,ee2911911ae5e063
case31,1,16,16,16,1,1,1,0.034,0.037,PASS,0.000000,1,7ac90d9149facb6e
case32,1,16,32,16,1,0,0,0.029,0.029,PASS,0.000000,1,1c6e809cf44ad08e
case33,1,16,32,32,1,0,0,0.035,0.038,PASS,0.000000,1,1371f7ef3b2c8ce2
case34,1,16,3,32,1,0,0,0.035,0.038,PASS,0.000002,1,896f612c6eedd368
case35,1,16,16,32,1,1,1,0.044,0.044,PASS,0.000000,1,b4be14d8bc0682d4
case36,1,16,16,32,1,0,1,0.029,0.029,PASS,0.000000,1,358732866588a516
case38,1,32,32,32,1,0,0,0.048,0.049,PASS,0.000000,1,5407c389f386a578
case39,1,64,16,32,2,0,0,0.091,0.092,PASS,0.000000,1,df0ff1811193dcd1
case40,1,8,128,32,2,1,1,0.113,0.113,PASS,0.000000,1,ccc39d234c97e16f
case41,2,16,32,32,1,1,0,0.034,0.036,PASS,0.000004,1,750cc314235f9a92
case42,1,128,8,32,1,0,1,0.057,0.059,PASS,0.000000,1,c2d8e0ec9f7e7d0e
case43,8,16,16,32,2,0,0,0.033,0.038,PASS,0.000004,1,e8caf9d35367242c
case44,1,8,256,32,1,0,0,0.028,0.031,PASS,0.000000,1,c759c7b6fadc9f94
case45,1,512,512,512,1,0,0,0.047,0.062,PASS,0.000977,1,3dcbdecc6e9da6bd
case46,1,256,256,256,1,0,0,0.040,0.041,PASS,0.000000,1,a23d499b39822488
case47,1,1024,512,512,2,0,0,0.048,0.050,PASS,0.003906,1,1a0fc5919b173d06
case48,2,512,512,512,1,0,0,0.046,0.047,PASS,0.000000,1,056db903b007c3fd
case49,1,2048,1024,256,1,0,0,0.069,0.070,PASS,0.000000,1,ff18454be4218d79
case50,1,1024,128,1024,2,0,1,0.042,0.045,PASS,0.005859,1,834663cb69b27980
case51,1,4096,4096,2048,1,0,0,0.526,0.531,PASS,0.046875,1,7492b27ea41dffc3
